order_id,customer_id,order_date,status,total_items,payment_method,shipping_city
O0002910,C00750,2024-07-17T18:13:07,delivered,1,card,Chennai
9999-99-99,C00408,2024-02-07T18:49:19,cancelled,1,@@@,9999-99-99
,C00189,NULL,delivered,1,NULL,not_a_date
NULL,C00863,2024-08-30T11:48:25,,2,invalid,Delhi
N/A,C00472,2023-10-12T23:59:37,processing,3,upi,invalid
O0002915,C00221,123abc,processing,null,card,NULL
O0002916,C00186,2025-04-27T22:58:24,delivered,1,null,123abc
O0002917,C00636,invalid,not_a_date,2, ,Kolkata
not_a_date,C00337,nan,, ,cod,9999-99-99
9999-99-99,nan,###BAD###,N/A,1,,Chennai
O0002920,C00749,,delivered,1,upi,Kolkata
N/A,C00488,NULL,delivered,not_a_date,NULL,###BAD###
O0002922,123abc,2023-04-04T18:34:51,delivered,2,card,Mumbai
O0002923,C00978,9999-99-99,delivered,2,card,Chennai
O0002924,###BAD###,2023-07-06T03:25:00,shipped,1,null,null
O0002925,C00049,2024-09-30T20:57:59,delivered,1,null,Bengaluru
123abc,C00543,2025-05-04T13:59:07,delivered,nan,card,Delhi
O0002927,C00898,not_a_date,delivered,2,netbanking,Chennai
O0002928,C00514,2024-11-05T09:35:16,processing,,card,Kolkata
O0002929,C00327,123abc,null,,@@@,Noida
N/A,C00858,2023-07-24T06:58:34,NULL,not_a_date,nan,Pune
O0002931,C00807,2025-09-11T03:54:44, ,1,cod,Delhi
O0002932,C00209,nan,delivered,1,card,nan
O0002933,C00311,9999-99-99,9999-99-99,1,card,
O0002934,NULL,2023-09-02T04:53:34,nan,invalid,invalid,NULL
O0002935,C00140,123abc,nan,2,,Hyderabad
O0002936,C00488,2025-01-24T15:24:18,processing,###BAD###, ,Delhi
O0002937,null,2023-06-13T01:58:40,delivered,2,N/A, 
@@@,C00126,invalid,delivered,1,invalid,N/A
O0002939,C00899,2023-04-09T02:45:15,delivered,3,upi,Kolkata
123abc,C00340,2023-04-16T13:38:42,delivered,,null,Hyderabad
O0002941, ,2025-04-12T17:16:52,9999-99-99,nan,netbanking,Pune
O0002942,C00180,2025-10-14T23:19:57,nan,1,netbanking,Pune
O0002943,null,###BAD###,processing,1,cod,null
O0002944,C00534,2025-01-05T13:24:38, ,2,netbanking,not_a_date
O0002945,C00032,9999-99-99,delivered,2,123abc,Hyderabad
O0002946,nan,9999-99-99,delivered,9999-99-99,upi,Chennai
32-13-2025,32-13-2025,2023-10-26T05:28:40,not_a_date,9999-99-99,cod,Bengaluru
123abc,not_a_date,2025-04-07T04:48:41,delivered,1,upi,Mumbai
O0002949,C00266,not_a_date, ,1,card,nan
O0002950,C00880,2024-07-16T03:53:14,delivered,2,cod,Hyderabad
@@@,null,2024-01-04T08:02:50,delivered,2,,invalid
 ,C00898,2023-01-11T00:40:52,delivered,@@@,card,null
 ,C00996,2023-07-25T15:08:34,32-13-2025,2,32-13-2025,Hyderabad
O0002954,C00173,2024-01-29T16:46:07,delivered,N/A,netbanking,32-13-2025
O0002955,not_a_date,nan,null,not_a_date,netbanking,###BAD###
O0002956, ,2024-07-22T15:20:55,delivered,1,netbanking,Pune
O0002957,C00621,2024-08-31T01:00:17,delivered,2,upi,Noida
O0002958,C00620,not_a_date,32-13-2025,2,card,Kolkata
O0002959,NULL,2023-03-02T10:12:20,,1,cod,123abc
9999-99-99,C00169,2023-09-26T00:50:59,null,invalid,card,Pune
O0002961, ,null,cancelled,,netbanking,NULL
O0002962,null,N/A,nan,1,upi,Pune
NULL,invalid,2024-09-09T02:39:21,processing,1,netbanking,Delhi
O0002964,###BAD###,not_a_date,delivered,3,cod,Chennai
O0002965,C00751,2023-09-21T17:02:11,delivered,2,invalid,Mumbai
O0002966,null, ,NULL,2,card,Kolkata
O0002967,NULL,2023-08-25T21:09:06,delivered,2,cod,
9999-99-99,C00954,2024-05-05T23:25:38,delivered,1,upi,Pune
O0002969,invalid,2024-10-23T11:58:31,cancelled,@@@,upi,123abc
O0002970,C00558,2024-07-23T05:36:57,9999-99-99,1,,N/A
O0002971, ,2023-04-11T22:19:22,processing,1,cod,Mumbai
O0002972,C00387,invalid,N/A,1,cod,Kolkata
O0002973,C00240,2025-07-15T08:23:28,null,2,card,Hyderabad
O0002974,not_a_date,2023-10-22T14:26:05,@@@, ,cod,Delhi
O0002975,null,2023-04-30T04:22:14,null,1,upi,nan
O0002976,C00491,123abc,delivered,1,cod,not_a_date
not_a_date,C00276,2024-09-09T14:49:53,9999-99-99,2,invalid,Pune
O0002978,C00822,2023-01-19T17:18:43,delivered,1,netbanking,Chennai
O0002979,C00179,2024-03-11T09:32:00,cancelled,2,upi,NULL
O0002980,C00466,2023-09-16T09:07:46,null,3,netbanking,Hyderabad
O0002981,C00615,2023-08-10T10:34:21,123abc,1,upi,Mumbai
O0002982,C00394,2023-12-23T15:36:51,delivered,1,netbanking,Chennai
32-13-2025,C00169,invalid,shipped,9999-99-99,netbanking,Kolkata
O0002984,C00673,@@@,9999-99-99,2,upi,Pune
O0002985,C00186,2024-03-31T02:20:40,delivered,1,netbanking,N/A
O0002986, ,2023-04-05T08:01:58,returned,3,cod,Hyderabad
O0002987,C00189,2023-07-05T14:10:06,delivered,1,netbanking,not_a_date
O0002988,C00850,9999-99-99,delivered,###BAD###,netbanking,N/A
O0002989,@@@,2024-05-08T18:11:57,delivered,2,netbanking,Noida
32-13-2025,C00880,2023-01-11T12:14:08,null,2,invalid,Kolkata
###BAD###,nan,2024-04-17T18:10:32, ,1,upi,Mumbai
###BAD###,C00190,2023-11-06T01:26:06,123abc,2,NULL,NULL
invalid,32-13-2025,2024-05-05T20:15:13,N/A,1,netbanking,Noida
O0002994,C00619,NULL,null,invalid,card,invalid
O0002995,nan,2024-11-30T13:06:24,delivered,1,upi,null
O0002996,,2024-07-29T22:31:04,delivered,2,null,not_a_date
O0002997,@@@,2024-09-25T00:46:28,delivered,NULL,9999-99-99,Kolkata
N/A,123abc,2024-08-08T11:46:51,N/A,nan,netbanking,null
O0002999,C00085,2025-02-27T20:40:29,###BAD###,1,card,Chennai
O0003000,C00340,2025-02-10T09:28:46,nan,2,netbanking,@@@
O0002089,C00835,invalid,not_a_date,2,upi,
O0001445,C00457,invalid,,2,9999-99-99,123abc
O0000028,9999-99-99,2024-01-05T17:25:32,delivered,NULL,nan,Noida
O0001052,###BAD###, ,delivered,1,card,not_a_date
O0000219,C00114,2025-02-23T11:29:39,delivered,1,upi,invalid
###BAD###,,###BAD###,###BAD###,invalid,not_a_date,###BAD###
invalid,invalid,invalid,not_a_date,not_a_date,not_a_date,
invalid,,,,,###BAD###,
,,not_a_date,###BAD###,,###BAD###,###BAD###
invalid,,###BAD###,not_a_date,invalid,###BAD###,not_a_date
